Identificador;Fecha reporte;Localidad;Barrio;Upz;Dirección;Tipo de afectación
5401145;4/08/2022;16 Puente Aranda;LA GUACA;N/A;CL 30 SUR 39B 24;Animales Peligrosos
5401146;4/08/2022;12 Barrios Unidos;COLOMBIA;N/A;CL 71 23 6;Daño en redes de servicio públicos energía
5401147;4/08/2022;12 Barrios Unidos;LOS ALCAZARES;N/A;KR 28B 72 0;Daño en redes de servicio públicos alcantarillado
5401148;4/08/2022;2 Chapinero;CHICO NORTE;N/A;CL 92 11 32;Daño en redes de servicio públicos gas
5401149;4/08/2022;13 Teusaquillo;ALFONSO LOPEZ;N/A;TV 19 48 0;Daño en redes de servicio públicos energía
5401150;4/08/2022;12 Barrios Unidos;POLO CLUB;N/A;AK 24 83 1;Animales Peligrosos
5401151;4/08/2022;10 Engativa;SANTA MARIA DEL LAGO;N/A;CL 76 72 BIS;Caida de árbol
5401152;4/08/2022;19 Ciudad Bolivar;VEREDA QUIBA GUABAL;N/A;CL 78A SUR 27P 10;Conato de incendio
5401153;4/08/2022;8 Kennedy;LAGOS DE TIMIZA;N/A;KR 74 42G SUR 52;Poda y Tala
5401154;4/08/2022;5 Usme;CHUNIZA I;N/A;CL 91 SUR 10 0;Animales Peligrosos
5401155;4/08/2022;11 Suba;SANTA RITA DE SUBA;N/A;CL 139B 151C 3;Daño en redes de servicio públicos acueducto
5401156;4/08/2022;4 San Cristobal;GRAN COLOMBIA;N/A;CL 13A SUR 19 ESTE;Accidente de tránsito
5401157;4/08/2022;19 Ciudad Bolivar;ARABIA;N/A;CL 82C SUR 18N 19;Daño en redes de servicio públicos alcantarillado
5401158;4/08/2022;13 Teusaquillo;RAFAEL NUNEZ;N/A;CL 45 45 0;Caida de árbol
5401159;4/08/2022;10 Engativa;BOYACA;N/A;KR 73A 68B 20;Animales Peligrosos
5401160;4/08/2022;11 Suba;NIZA SUBA;N/A;AK 72 129 0;Animales Peligrosos
5401161;4/08/2022;10 Engativa;LOS CEREZOS;N/A;KR 89A 86B 4;Daño en redes de servicio públicos energía
5401162;4/08/2022;16 Puente Aranda;LA PRADERA;N/A;CL 4G 64A 14;Daño en redes de servicio públicos energía
5401163;4/08/2022;9 Fontibon;SANTANDER;N/A;KR 100 22J 0;Daño en redes de servicio públicos energía
5401164;4/08/2022;16 Puente Aranda;VERAGUAS CENTRAL;N/A;AK 30 4A 7;Animales Peligrosos
5401165;4/08/2022;8 Kennedy;EL AMPARO;N/A;CL 41A BIS SUR 80J 8;Animales Peligrosos
5401166;4/08/2022;6 Tunjuelito;SAMORE;N/A;CL 47B SUR 28 9;Animales Peligrosos
5401167;4/08/2022;19 Ciudad Bolivar;JERUSALEN;N/A;KR 48 68G SUR 72;Conato de incendio
5401168;4/08/2022;8 Kennedy;CASTILLA;N/A;AK 72 CL 6;Accidente de tránsito
5401169;4/08/2022;10 Engativa;VILLAS DE ALCALA - ALTAMIRA (HACIENDA);N/A;KR 124 76 11;Daño en redes de servicio públicos alcantarillado
5401170;4/08/2022;7 Bosa;NICOLAS ESCOBAR;N/A;AC 59 SUR 77G 1(71);Daño en redes de servicio públicos gas
5401171;4/08/2022;12 Barrios Unidos;LOS ALCAZARES;N/A;CL 70 24 30;Daño en redes de servicio públicos energía
5401172;4/08/2022;4 San Cristobal;EL PARQUE ETAPA I;N/A;KR 2A 17A SUR 35;Daño en redes de servicio públicos energía
5401173;4/08/2022;13 Teusaquillo;TEUSAQUILLO;N/A;CL 35 15 33;Daño en redes de servicio públicos gas
5401174;4/08/2022;5 Usme;LA FLORA;N/A;KR 11C ESTE 74A SUR 61;Incendio Estructuras
5401175;4/08/2022;8 Kennedy;CASABLANCA - URB. MANUEL MEJIA;N/A;CL 53 SUR 79C 21;Animales Peligrosos
5401176;4/08/2022;11 Suba;COMPARTIR SUBA;N/A;KR 117 151B BIS 0(54);Daño en redes de servicio públicos energía
5401177;4/08/2022;5 Usme;EL PORTAL DEL DIVINO;N/A;CL 111A SUR 8A ESTE 74;Animales Peligrosos
5401178;4/08/2022;14 Los Martires;USATAMA;N/A;CL 23 BIS 28 20;Animales Peligrosos
5401179;4/08/2022;1 Usaquen;SANTA BIBIANA;N/A;AC 100 15 0;Conato de incendio
5401180;4/08/2022;10 Engativa;VILLA DEL MAR;N/A;CL 65 104 44;Conato de incendio
5401181;4/08/2022;12 Barrios Unidos;LA PAZ;N/A;KR 29B 67 10;Animales Peligrosos
5401182;4/08/2022;1 Usaquen;COUNTRY CLUB;N/A;CL 128B 18 51;Animales Peligrosos
5401183;4/08/2022;15 Antonio Nariño;CIUDAD JARDIN DEL SUR;N/A;DG 15A SUR 11A BIS 11;Quemas - Basuras
5401184;5/08/2022;10 Engativa;SANTA ROSITA;N/A;KR 92A 76;Incendio Vehicular
5401185;5/08/2022;5 Usme;EL VIRREY;N/A;KR 9A 91 SUR 26;Daño en redes de servicio públicos acueducto
5401186;5/08/2022;14 Los Martires;SANTA FE;N/A;KR 19A 22A 9;Daño en redes de servicio públicos gas
5401187;5/08/2022;11 Suba;ALMONACID;N/A;CL 129F 91 45;Animales Peligrosos
5401188;5/08/2022;8 Kennedy;VILLA DE LOS SAUCES;N/A;KR 77I BIS 58 SUR 65;Daño en redes de servicio públicos energía
5401189;5/08/2022;18 Rafael Uribe Uribe;CLARET;N/A;CL 46 26A 72 SUR;Incendio Estructuras
5401190;5/08/2022;1 Usaquen;LOS CEDROS ORIENTAL;N/A;CL 146 7B 70;Daño en redes de servicio públicos gas
5401191;5/08/2022;10 Engativa;LAS FERIAS OCCIDENTAL;N/A;KR 69K 79 43;Daño en redes de servicio públicos acueducto
5401192;5/08/2022;3 Santa Fe;BOSQUE IZQUIERDO;N/A;AV CIRCUNVALAR 24;Desechos en via pública
5401193;5/08/2022;11 Suba;VILLA MARIA I SECTOR;N/A;CL 137A 118 25;Daño en redes de servicio públicos alcantarillado
5401194;5/08/2022;16 Puente Aranda;GALAN;N/A;TV 60 1 89;Caida de árbol
5401195;5/08/2022;1 Usaquen;USAQUEN;N/A;CL 147 0;Quemas
5401196;5/08/2022;8 Kennedy;LLANO GRANDE;N/A;DG 38 SUR 83C 11;Daño en redes de servicio públicos alcantarillado
5401197;5/08/2022;8 Kennedy;VILLA DE LA LOMA;N/A;KR 82A 42C SUR 54;Accidente de tránsito
5401198;5/08/2022;6 Tunjuelito;SAN BENITO;N/A;KR 19 57 12;Animales Peligrosos
5401199;5/08/2022;11 Suba;PRADO VERANIEGO;N/A;KR 46 134 55;Animales Peligrosos
5401200;5/08/2022;15 Antonio Nariño;LA FRAGUA - URB. CIUDAD DE QUITO;N/A;TV 31 18 SUR;Animales Peligrosos
5401201;5/08/2022;6 Tunjuelito;ISLA DEL SOL;N/A;CL 63A SUR 65 51;Animales Peligrosos
5401202;5/08/2022;9 Fontibon;MONTEVIDEO;N/A;CL 20 68 A 06;Desorden Civil
5401203;5/08/2022;1 Usaquen;RECODO DEL COUNTRY;N/A;CL 128 9A 60;Caida de árbol
5401204;5/08/2022;9 Fontibon;LA CABANA II SECTOR;N/A;KR 103 23G 25;Caida de árbol
5401205;5/08/2022;12 Barrios Unidos;ENTRERIOS;N/A;KR 62A 84 32;Caida de árbol
5401206;5/08/2022;8 Kennedy;MULTIFAMILIARES CARIMAGUA;N/A;KR 72N 39 SUR 65;Daño en redes de servicio públicos gas
5401207;5/08/2022;7 Bosa;SAN BERNARDINO XXII;N/A;CL 80 BIS SUR 91 48;Daño en redes de servicio públicos gas
5401208;5/08/2022;10 Engativa;MARSELLA;N/A;KR 69 69 18;Caida de árbol
5401209;5/08/2022;9 Fontibon;VERA CRUZ;N/A;KR 103 23G 25;Caida de árbol
5401210;5/08/2022;10 Engativa;VILLA DEL MAR;N/A;KR 101 69 26;Animales Peligrosos
5401211;5/08/2022;16 Puente Aranda;EL EJIDO;N/A;KR 45 13 45;Caida de árbol
5401212;5/08/2022;11 Suba;LA CONEJERA;N/A;KR 111 158;Quemas
5401213;5/08/2022;7 Bosa;ISLANDIA;N/A;CL 71A SUR 83 23;Animales Peligrosos
5401214;5/08/2022;20 Sumapaz;SUMAPAZ;N/A;VIA DE SUMAPAZ;Riesgo de Fenómeno de remoción en masa
5401215;5/08/2022;12 Barrios Unidos;SIETE DE AGOSTO;N/A;CL 66 27-05;Incendio Estructuras
5401216;5/08/2022;1 Usaquen;USAQUEN;N/A;KR 9 154;Daño en redes de servicio públicos acueducto
5401217;5/08/2022;19 Ciudad Bolivar;JUAN PABLO II;N/A;KR 18U 67C SUR 47;Fenómeno de Remoción en Masa
5401218;5/08/2022;16 Puente Aranda;EL JAZMIN II SECTOR;N/A;TV 52 16 SUR 0;Accidente de tránsito
5401219;5/08/2022;2 Chapinero;EL NOGAL;N/A;AK 11 80 0;Caida de árbol - Caída de ramas
5401220;5/08/2022;8 Kennedy;ANDALUCIA;N/A;KR 82B 13A 70;Animales Peligrosos
5401221;5/08/2022;18 Rafael Uribe Uribe;GUSTAVO RESTREPO;N/A;CL 31A SUR 12J 55;Animales Peligrosos
5401222;5/08/2022;4 San Cristobal;LA VICTORIA;N/A;CL 36 SUR 4 ESTE 12;Animales Peligrosos
5401223;5/08/2022;11 Suba;LOMBARDIA II;N/A;AC 145 109 0;Animales Peligrosos
5401224;5/08/2022;10 Engativa;VILLAS DE ALCALA;N/A;KR 124 76 11;Daño en redes de servicio públicos alcantarillado
5401225;5/08/2022;4 San Cristobal;LOS LAURELES;N/A;KR 23B BIS ESTE 12 SUR 36;Fenómeno de Remoción en Masa
5401226;5/08/2022;12 Barrios Unidos;LOS ANDES - URB. TEUSACA;N/A;KR 67 94 41;Animales Peligrosos
5401227;5/08/2022;7 Bosa;DIVINO_NINO;N/A;KR 87I 69A SUR 62;Quemas - Basuras
5401228;5/08/2022;8 Kennedy;SAN DIONISIO;N/A;CL 38 SUR 88 25;Daño en redes de servicio públicos gas
5401229;5/08/2022;10 Engativa;LA GRANJA;N/A;CL 79 76 0;Daño en redes de servicio públicos gas
5401230;5/08/2022;15 Antonio Nariño;RESTREPO;N/A;KR 18 16 SUR 85;Daño en redes de servicio públicos energía
5401231;5/08/2022;3 Santa Fe;LA CAPUCHINA;N/A;KR 12 17 0;Conato de incendio
5401232;5/08/2022;1 Usaquen;SAN ANTONIO NOROCCIDENTAL;N/A;KR 17B BIS 180 0;Animales Peligrosos
5401233;5/08/2022;10 Engativa;LA SERENA;N/A;KR 76B 89 19;Incendio Estructuras
5401234;5/08/2022;7 Bosa;SAN BERNARDINO;N/A;KR 92 71 SUR 41;Daño en redes de servicio públicos gas
5401235;5/08/2022;8 Kennedy;LLANO GRANDE;N/A;DG 38 SUR 83C 11;Daño en redes de servicio públicos alcantarillado
5401236;5/08/2022;14 Los Martires;SAMPER MENDOZA;N/A;KR 19 25A 30;Animales Peligrosos
5401237;5/08/2022;16 Puente Aranda;LAS CARABELAS;N/A;CL 8 SUR 38B 7;Conato de incendio
5401238;5/08/2022;19 Ciudad Bolivar;LA CORUNA;N/A;KR 48G 59A SUR 0;Animales Peligrosos
5401239;5/08/2022;8 Kennedy;LAS MARGARITAS OCCIDENTAL;N/A;KR 89A 45A SUR 33;Daño en redes de servicio públicos energía
5401240;5/08/2022;6 Tunjuelito;ISLA DEL SOL;N/A;CL 69B SUR 64 88;Conato de incendio
5401241;5/08/2022;13 Teusaquillo;SAN LUIS;N/A;KR 20 61B 0;Daño en redes de servicio públicos energía
5401242;5/08/2022;7 Bosa;SAN BERNARDINO;N/A;KR 87B 84A SUR;Quemas - Basuras
5401243;5/08/2022;18 Rafael Uribe Uribe;DIANA TURBAY;N/A;KR 2 48R SUR 67;Animales Peligrosos
5401244;5/08/2022;19 Ciudad Bolivar;LUCERO ALTO;N/A;CL 70B SUR 20 11;Daño en redes de servicio públicos alcantarillado
5401245;6/08/2022;10 Engativa;EL CORTIJO;N/A;KR 115A 89D 20;Caida de árbol - Caída de ramas
5401246;6/08/2022;10 Engativa;LAS FERIAS OCCIDENTAL;N/A;CL 77 69K 50;Animales Peligrosos
5401247;6/08/2022;9 Fontibon;VILLA DEL RIO II SECTOR;N/A;KR 67 57C SUR 77;Daño en redes de servicio públicos energía
5401248;6/08/2022;10 Engativa;GARCES NAVAS;N/A;CL 75D 109;Daño en redes de servicio públicos energía
5401249;6/08/2022;1 Usaquen;SANTA BIBIANA;N/A;CL 101 19A 33;Encharcamiento
5401250;6/08/2022;16 Puente Aranda;CENTRO INDUSTRIAL;N/A;AK 68 13 0;Daño en redes de servicio públicos energía
5401251;6/08/2022;4 San Cristobal;SAN BLASS;N/A;CL 21 SUR 10C ESTE 34;Accidente de tránsito
5401252;6/08/2022;1 Usaquen;TORCA RURAL I;N/A;KR 7 240;Caida de árbol
5401253;6/08/2022;7 Bosa;NUEVO CHILE;N/A;KR 72D 56B SUR 5;Quemas
5401254;6/08/2022;9 Fontibon;VILLEMAR;N/A;KR 96B 17 0;Incendio Vehicular
5401255;6/08/2022;2 Chapinero;CHAPINERO;N/A;KM 6 VÍA LA CALERA;Caida de árbol
5401256;6/08/2022;11 Suba;TIBABUYES II SECTOR 2;N/A;AK 104 137 1;Daño en redes de servicio públicos energía
5401257;6/08/2022;10 Engativa;SAN BASILIO;N/A;KR 105F 69 34;Animales Peligrosos
5401258;6/08/2022;7 Bosa;NUESTRA SENORA DE LA PAZ;N/A;KR 84A 61A SUR 17;Animales Peligrosos
5401259;6/08/2022;13 Teusaquillo;LA SOLEDAD;N/A;CL 39B 21 63;Daño en redes de servicio públicos gas
5401260;6/08/2022;10 Engativa;NORMANDIA IV SECTOR;N/A;KR 72A 55 48;Caida de árbol - Caída de ramas
5401261;6/08/2022;1 Usaquen;BARRANCAS ORIENTAL;N/A;AK 7 166;Daño en redes de servicio públicos alcantarillado
5401262;6/08/2022;4 San Cristobal;MACARENA DE LOS ALPES;N/A;KR 9 ESTE 36C SUR 2;Incendio Estructuras
5401263;6/08/2022;10 Engativa;GRAN GRANADA;N/A;CL 78B 120 49;Caida de árbol
5401264;6/08/2022;11 Suba;TIBABUYES II SECTOR 2;N/A;CL 137 104 26;Caida de árbol
5401265;6/08/2022;4 San Cristobal;NUEVA DELLY;N/A;TV 14D ESTE 58 SUR 15;Animales Peligrosos
5401266;6/08/2022;8 Kennedy;MANDALAY;N/A;CL 5B 73 42;Daño en redes de servicio públicos acueducto
5401267;6/08/2022;19 Ciudad Bolivar;ESMERALDA;N/A;CL 92 BIS SUR 18C 5;Animales Peligrosos
5401268;6/08/2022;3 Santa Fe;LAS CRUCES;N/A;KR 7 1C 7;Animales Peligrosos
5401269;6/08/2022;19 Ciudad Bolivar;ARBORIZADORA ALTA;N/A;CL 69K SUR 30 73;Animales Peligrosos
5401270;6/08/2022;11 Suba;VILLA DEL PRADO;N/A;CL 171 55C 25;Daño en redes de servicio públicos energía
5401271;6/08/2022;9 Fontibon;EL CHARCO;N/A;KR 123 14C;Quemas
5401272;6/08/2022;11 Suba;IBERIA - VILLA LETICIA;N/A;AC 138 74 51;Caida de árbol
5401273;6/08/2022;10 Engativa;BACHUE I Y II;N/A;CL 90 95G 9;Conato de incendio
5401274;6/08/2022;11 Suba;URB. SAN JOSE;N/A;KR 136 130A 60;Riesgo de colapso estructural
5401275;6/08/2022;5 Usme;MIRAVALLE;N/A;KR 14R 74 SUR 72;Animales Peligrosos
5401276;6/08/2022;4 San Cristobal;VEINTE DE JULIO;N/A;CL 25A SUR 5 77;Animales Peligrosos
5401277;6/08/2022;19 Ciudad Bolivar;ALTOS DE JALISCO;N/A;TV 18M BIS 62 SUR 51;Conato de incendio
5401278;6/08/2022;8 Kennedy;LLANO GRANDE;N/A;DG 38 SUR 85 15;Daño en redes de servicio públicos gas
5401279;6/08/2022;14 Los Martires;SANTA ISABEL;N/A;CL 1 28 13;Daño en redes de servicio públicos energía
5401280;6/08/2022;11 Suba;BILBAO;N/A;KR 142A BIS 143A;Conato de incendio
5401281;6/08/2022;5 Usme;USME PUEBLO;N/A;KR 14 133 C 24;Poda y Tala
5401282;6/08/2022;10 Engativa;FLORIDA BLANCA;N/A;CL 69A BIS 88A 2;Daño en redes de servicio públicos alcantarillado
5401283;6/08/2022;16 Puente Aranda;SAN JORGE CENTRAL;N/A;KR 38A 29 SUR 0;Caida de árbol
5401284;6/08/2022;5 Usme;SAN FELIPE;N/A;KR 7 ESTE 88 SUR 6;Daño en redes de servicio públicos gas
5401285;6/08/2022;14 Los Martires;SANTA FE;N/A;CL 24 22 45;Quemas - Basuras
5401286;6/08/2022;11 Suba;LOS ARRAYANES;N/A;CL 128F 87C 61;Animales Peligrosos
5401287;6/08/2022;3 Santa Fe;EGIPTO ALTO (JULIO CESAR TURBAY);N/A;KR 7C ESTE 9 42;Animales Peligrosos
5401288;6/08/2022;5 Usme;FISCALA ALTA;N/A;KR 4 ESTE 65 SUR 31;Enfermedad o Traumatismo
5401289;6/08/2022;1 Usaquen;LOS CEDRITOS;N/A;KR 16 143 29;Rescate en Espacios Confinados - En Ascensores
5401290;6/08/2022;13 Teusaquillo;EL RECUERDO;N/A;KR 34 25B 0;Daño en redes de servicio públicos energía
5401291;6/08/2022;7 Bosa;BRASIL II 2A. ETAPA;N/A;CL 51 SUR 88F 20;Daño en redes de servicio públicos energía
5401292;6/08/2022;11 Suba;SC. CASABLANCA SUBA.;N/A;AK 45 215 1;Caida de árbol - Caída de ramas
5401293;6/08/2022;8 Kennedy;CIUDADELA TIERRA BUENA II;N/A;KR 95A 26 SUR 85;Escape de gas
5401294;6/08/2022;8 Kennedy;MILENTA II SECTOR;N/A;AC 26 SUR 68 0;Animales Peligrosos
5401295;6/08/2022;13 Teusaquillo;ESTRELLA;N/A;AC 26 19B 0;Animales Peligrosos
5401296;6/08/2022;14 Los Martires;RICAURTE;N/A;AK 30 12 0;Quemas
5401297;6/08/2022;18 Rafael Uribe Uribe;MURILLO TORO;N/A;KR 24 32A SUR 51;Animales Peligrosos
5401298;6/08/2022;16 Puente Aranda;LOS SAUCES;N/A;KR 39 CL 29 SUR;Caida de árbol - Caída de ramas
5401299;6/08/2022;18 Rafael Uribe Uribe;DIANA TURBAY;N/A;KR 1G 48R SUR 54;Animales Peligrosos
5401300;6/08/2022;14 Los Martires;SANTA FE;N/A;KR 20 25A 10;Animales Peligrosos
5401301;6/08/2022;8 Kennedy;COOPERATIVA DE SUB-OFICIALES;N/A;AK 72 8A 0;Animales Peligrosos
5401302;6/08/2022;19 Ciudad Bolivar;JUAN PABLO II;N/A;KR 18P BIS 68 SUR 28;Conato de incendio
5401303;6/08/2022;11 Suba;ATENAS;N/A;KR 120D 127 0;Daño en redes de servicio públicos energía
5401304;6/08/2022;8 Kennedy;KENNEDY;N/A;KR 93B 31 SUR 15;Animales Peligrosos
5401305;6/08/2022;11 Suba;LOS ALCAPARROS DE SUBA;N/A;KR 105C 132D 3;Animales Peligrosos
5401306;6/08/2022;16 Puente Aranda;VILLA DEL ROSARIO;N/A;CL 35 SUR 39B 57;Escape de gas - Daño o Fuga en Tanques de Almacenamiento de gas
5401307;6/08/2022;4 San Cristobal;SAN JACINTO;N/A;CL 46C SUR 4 ESTE 5;Daño en redes de servicio públicos gas
5401308;6/08/2022;19 Ciudad Bolivar;ESTRELLA DEL SUR;N/A;KR 18A 70 SUR 45;Incendio Estructuras
5401309;6/08/2022;12 Barrios Unidos;POLO CLUB;N/A;AK 30 92 0;Quemas - Basuras
5401310;7/08/2022;13 Teusaquillo;CHAPINERO OCCIDENTAL;N/A;CL 55 14 47;Incendio Estructuras
5401311;7/08/2022;11 Suba;BILBAO II SECTOR;N/A;KR 150 142B 3;Animales Peligrosos
5401312;7/08/2022;4 San Cristobal;SAN VICENTE;N/A;KR 9 ESTE 36G SUR 21;Daño en redes de servicio públicos acueducto
5401313;7/08/2022;11 Suba;URB. SAN ALEJO;N/A;CL 137 85 76;Accidente de tránsito
5401314;7/08/2022;3 Santa Fe;SAMPER;N/A;CL 33A 13 0;Daño en redes de servicio públicos gas
5401315;7/08/2022;1 Usaquen;BARRANCAS NORTE;N/A;CL 160 7F 44;Daño en redes de servicio públicos energía
5401316;7/08/2022;11 Suba;RINCON DE SUBA;N/A;KR 91 127 30;Daño en redes de servicio públicos gas
5401317;7/08/2022;10 Engativa;VILLA GLADYS;N/A;CL 64 112B 82;Conato de incendio
5401318;7/08/2022;10 Engativa;VILLAS DE GRANADA;N/A;KR 113 77 1;Daño en redes de servicio públicos acueducto
5401319;7/08/2022;3 Santa Fe;LAS CRUCES;N/A;CL 1 9 50;Daño en redes de servicio públicos alcantarillado
5401320;7/08/2022;4 San Cristobal;20 DE JULIO;N/A;AC 20 SUR 8 41;Animales Peligrosos
5401321;7/08/2022;7 Bosa;ANTONIA SANTOS;N/A;KR 81D 66 SUR 2;Daño en redes de servicio públicos alcantarillado
5401322;7/08/2022;7 Bosa;LA INDEPENDENCIA;N/A;CL 69 SUR 87B 29;Incendio Estructuras
5401323;7/08/2022;11 Suba;SANTA MARGARITA;N/A;AK 45 102A 1(111);Animales Peligrosos
5401324;7/08/2022;12 Barrios Unidos;POLO CLUB;N/A;AK 24 83 1;Daño en redes de servicio públicos energía
5401325;7/08/2022;11 Suba;EL RINCON;N/A;KR 93 129A 58;Incendio Estructuras
5401326;7/08/2022;11 Suba;LOS PINOS;N/A;CL 137 85 40;Daño en redes de servicio públicos energía
5401327;7/08/2022;13 Teusaquillo;CAMPIN OCCIDENTAL;N/A;AC 63 45 10;Animales Peligrosos
5401328;7/08/2022;1 Usaquen;SAN JUAN BOSCO;N/A;AK 7 171A 0;Daño en redes de servicio públicos acueducto
5401329;7/08/2022;12 Barrios Unidos;SAN FELIPE;N/A;DG 74 BIS 20B 21;Caida de árbol
5401330;7/08/2022;16 Puente Aranda;COLON;N/A;KR 56 3A 96;Animales Peligrosos
5401331;7/08/2022;1 Usaquen;CEDRO GOLF;N/A;CL 152A 7A 78;Quemas
5401332;7/08/2022;8 Kennedy;VILLA ALSACIA;N/A;CL 11A 72B 0;Conato de incendio
5401333;7/08/2022;7 Bosa;LOS OCALES;N/A;CL 75A SUR 87P 21;Daño en redes de servicio públicos alcantarillado
5401334;7/08/2022;7 Bosa;ANDALUCIA II;N/A;KR 78H 60A SUR 32;Animales Peligrosos
5401335;7/08/2022;8 Kennedy;EL ROSARIO;N/A;CL 38A SUR 88F 0;Daño en redes de servicio públicos gas
5401336;7/08/2022;1 Usaquen;EL VERBENAL;N/A;KR 16 183 1;Conato de incendio
5401337;7/08/2022;8 Kennedy;CARVAJAL;N/A;AK 72 34 SUR 40;Animales Peligrosos
5401339;7/08/2022;8 Kennedy;CIUDAD KENNEDY SUPERMANZANA 11;N/A;KR 79 42C SUR 1;Caida de árbol
5401340;7/08/2022;10 Engativa;SANTA ROSITA;N/A;CL 73B 94 60;Incendio Vehicular
5401341;7/08/2022;2 Chapinero;MARLY;N/A;CL 46 13 56;Rescate en Espacios Confinados - En Ascensores
5401342;7/08/2022;4 San Cristobal;SAN BLASS;N/A;KR 9C ESTE 22 SUR 39;Animales Peligrosos
5401343;7/08/2022;8 Kennedy;CIUDAD DE KENNEDY;N/A;CL 39A SUR 79G 11;Quemas
5401344;7/08/2022;15 Antonio Nariño;RESTREPO OCCIDENTAL;N/A;KR 24I BIS 17 SUR 18;Daño en redes de servicio públicos gas
5401345;7/08/2022;15 Antonio Nariño;SAN ANTONIO;N/A;CL 10 SUR 19A 12;Quemas
5401346;7/08/2022;7 Bosa;OLARTE;N/A;KR 72A 56C SUR 0(60);Animales Peligrosos
5401347;7/08/2022;5 Usme;KM 3 VIA USME ESCUELA DE ARTILLERIA;N/A;KM 3 VIA USME ESCUELA DE ARTILLERIA;Animales Peligrosos
5401348;7/08/2022;11 Suba;SANTA CECILIA II;N/A;KR 158B 136 0;Accidente de tránsito
5401349;7/08/2022;19 Ciudad Bolivar;PARAISO VERBENAL;N/A;KR 27Q 74B SUR 17;Animales Peligrosos
5401350;7/08/2022;8 Kennedy;OSORIO II - SAN IGNACIO VEREDA EL TINTAL;N/A;KR 94A 6 40;Conato de incendio
5401351;7/08/2022;11 Suba;PRADO PINZON;N/A;CL 144 49 50;Daño en redes de servicio públicos energía
5401352;7/08/2022;18 Rafael Uribe Uribe;MURILLO TORO;N/A;KR 26B 35A SUR 28;Conato de incendio
5401353;7/08/2022;11 Suba;LA ALHAMBRA SECTOR NORTE;N/A;CL 118 53B 25;Rescate en Espacios Confinados - En Ascensores
5401354;7/08/2022;4 San Cristobal;SAN CRISTOBAL SUR VIEJO;N/A;CL 17B SUR 10A ESTE 68;Animales Peligrosos
5401355;7/08/2022;11 Suba;PRADO PINZON;N/A;CL 144 49 50;Daño en redes de servicio públicos energía
5401356;7/08/2022;4 San Cristobal;EL POBLADO;N/A;CL 39B SUR 8B ESTE 4;Daño en redes de servicio públicos energía
5401357;7/08/2022;8 Kennedy;VILLA ALSACIA CIUDADELA;N/A;CL 12C 71C 31;Rescate en Espacios Confinados - En Ascensores
5401358;7/08/2022;7 Bosa;OLARTE;N/A;CL 56C SUR 72A 7;Animales Peligrosos
5401359;7/08/2022;9 Fontibon;BRISAS ALDEA;N/A;CL 22H 118B 52;Daño en redes de servicio públicos gas
5401360;7/08/2022;11 Suba;ALTOS DE SUBA;N/A;AC 145 76 60;Animales Peligrosos
5401361;7/08/2022;4 San Cristobal;RAMAJAL;N/A;CL 31 SUR 11 ESTE 88;Animales Peligrosos
5401362;8/08/2022;1 Usaquen;TOBERIN;N/A;KR 16 167;Animales Peligrosos
5401363;8/08/2022;8 Kennedy;CIUDAD KENNEDY NORTE;N/A;CL 38C SUR 79C 67;Daño en redes de servicio públicos gas
5401364;8/08/2022;10 Engativa;CENTRO DE ENGATIVA;N/A;TV 113B BIS 67B 0;Quemas - Basuras
5401365;8/08/2022;8 Kennedy;CATALINA;N/A;CL 53 SUR 78K 30;Daño en redes de servicio públicos acueducto
5401366;8/08/2022;19 Ciudad Bolivar;JERUSALEN LA PRADERA;N/A;KR 45C 73B SUR 9;Daño en redes de servicio públicos alcantarillado
5401367;8/08/2022;19 Ciudad Bolivar;ARBORIZADORA ALTA;N/A;KR 42 68G SUR 80;Animales Peligrosos
5401368;8/08/2022;4 San Cristobal;VITELMA CIUDADELA PARQUE DE LA ROCA;N/A;TV 9 BIS ESTE 6C SUR 46;Caida de árbol
5401369;8/08/2022;12 Barrios Unidos;LA PATRIA - BARRIO SAN MARTIN;N/A;CL 86A 49D 3;Derrame de aceite o gasolina en vía pública
5401370;8/08/2022;5 Usme;EL NUEVO PORTAL;N/A;DG 84 SUR 5B ESTE 60;Animales Peligrosos
5401371;8/08/2022;11 Suba;EL POA;N/A;KR 103 B 140 A A59;Riesgo de colapso estructural
5401372;8/08/2022;14 Los Martires;SAMPER MENDOZA;N/A;CL 24 27A 13;Daño en redes de servicio públicos gas
5401373;8/08/2022;11 Suba;IBERIA - SANTA ANA;N/A;TV 76 136 80;Caida de árbol
5401374;8/08/2022;12 Barrios Unidos;POPULAR MODELO - URB. CIUDADELA DE LOS PARQUES;N/A;KR 54 64A 45;Caida de árbol
5401375;8/08/2022;15 Antonio Nariño;LA FRAGUA;N/A;CL 17 SUR 29A;Daño en redes de servicio públicos energía
5401376;8/08/2022;8 Kennedy;MIRAFLORES KENNEDY;N/A;TV 78J 49 SUR 83;Caida de árbol
5401377;8/08/2022;11 Suba;NUEVO CORINTO;N/A;CL 128D BIS 104 28;Animales Peligrosos
5401378;8/08/2022;8 Kennedy;CATALINA;N/A;KR 79 52B SUR;Caida de árbol
5401379;8/08/2022;11 Suba;PUENTE LARGO III SECTOR;N/A;CL 114 56 31;Daño en redes de servicio públicos acueducto
5401380;8/08/2022;1 Usaquen;EL CONTADOR;N/A;CL 136 17A 0;Daño en redes de servicio públicos energía
