"Identificador","Fecha reporte","Localidad","Barrio","Upz","Dirección","Tipo de afectación","Factor Humano"
"5407817","12/5/2022","10 Engativa","VILLAS DE GRANADA","N/A","KR 109A 80A 5","Caida de árbol","No"
"5407818","12/5/2022","9 Fontibon","URB. AVENIDA CENTENARIO","N/A","DG 16B 106 65","Animales Peligrosos","No"
"5407819","12/5/2022","19 Ciudad Bolivar","VISTA HERMOSA","N/A","KR 20 71C SUR 7","Animales Peligrosos","No"
"5407820","12/5/2022","19 Ciudad Bolivar","ISMAEL PERDOMO","N/A","CL 63A SUR 70G 80","Animales Peligrosos","No"
"5407821","12/5/2022","10 Engativa","MOLINO DEL VIENTO","N/A","KR 103A 75A 30","Conato de incendio","Si"
"5407822","12/5/2022","5 Usme","CIUDADELA DE USME LA ESPERANZA I ETAPA","N/A","CL 138A SUR 14I 39","Animales Peligrosos","No"
"5407823","12/5/2022","17 La Candelaria","SANTA BARBARA","N/A","CL 6A 5 0","Daño en redes de servicio públicos acueducto","Si"
"5407824","12/5/2022","19 Ciudad Bolivar","ALTOS DE JALISCO","N/A","DG 62A SUR 18N 60","Daño en redes de servicio públicos acueducto","Si"
"5407825","12/5/2022","16 Puente Aranda","PUENTE ARANDA","N/A","CL 17 55 0","Daño en redes de servicio públicos alcantarillado","Si"
"5407826","12/5/2022","16 Puente Aranda","SANTA ISABEL","N/A","AC 3 31 1","Daño en redes de servicio públicos acueducto","Si"
"5407827","12/5/2022","17 La Candelaria","EGIPTO","N/A","KR 4 ESTE 10 2","Incendio Vehicular","Si"
"5407828","12/5/2022","9 Fontibon","EL TRIUNFO","N/A","AV ESPERANZA 107","Desechos en via pública","Si"
"5407829","12/5/2022","1 Usaquen","EL PAÑUELITO","N/A","KR 3A 127 84","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5407830","12/5/2022","19 Ciudad Bolivar","URB. LAS QUINTAS","N/A","CUADRA CL 71 SUR 17A 0","Animales Peligrosos","No"
"5407831","12/5/2022","10 Engativa","SANTA ROSITA","N/A","CL 75 95 4","Conato de incendio","Si"
"5407832","12/5/2022","8 Kennedy","TIMIZA","N/A","KR 72P 40 SUR 16","Animales Peligrosos","No"
"5407833","12/5/2022","5 Usme","NUEVO SAN ANDRES DE LOS ALTOS","N/A","KR 14L 69 SUR & CL 69A BIS SUR 14C","Quemas - Basuras","Si"
"5407834","12/5/2022","12 Barrios Unidos","LA LIBERTAD","N/A","KR 60 77 38","Colapso de estructura","No"
"5407835","12/6/2022","14 Los Martires","EL PROGRESO","N/A","AC 6 19 45","Incendio Vehicular","Si"
"5407836","12/6/2022","9 Fontibon","EL TINTAL A.S.D.","N/A","KR 103 74A 0","Daño en redes de servicio públicos energía","Si"
"5407837","12/6/2022","10 Engativa","QUIRIGUA","N/A","CL 90 91 0","Accidente de tránsito","No"
"5407838","12/6/2022","12 Barrios Unidos","JUAN XXIII","N/A","KR 27 78 63","Daño en redes de servicio públicos acueducto","Si"
"5407839","12/6/2022","9 Fontibon","EL TINTAL A.S.D.","N/A","AK 86 17 1","Daño en redes de servicio públicos energía","Si"
"5407840","12/6/2022","11 Suba","EL CARMEN","N/A","CL 129B 95A 53","Daño en redes de servicio públicos energía","Si"
"5407841","12/6/2022","4 San Cristobal","SANTA INES","N/A","KR 7 ESTE 30 15","Colapso de estructura","No"
"5407842","12/6/2022","7 Bosa","VILLA NHORA","N/A","KR 78 BIS A 58I SUR 57","Daño en redes de servicio públicos alcantarillado","Si"
"5407843","12/6/2022","10 Engativa","BACHUE","N/A","KR 95 90A 0","Conato de incendio","Si"
"5407844","12/6/2022","11 Suba","CIUDAD JARDIN","N/A","TV 76 131 90","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5407845","12/6/2022","13 Teusaquillo","ALFONSO LOPEZ","N/A","CL 51 25 0","Daño en redes de servicio públicos acueducto","Si"
"5407846","12/6/2022","3 Santa Fe","LAS AGUAS","N/A","KR 1 20 53","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5407847","12/6/2022","4 San Cristobal","NUEVA ROMA","N/A","CL 52 BIS SUR KR 4 ESTE","Desorden Civil","Si"
"5407848","12/6/2022","10 Engativa","LOS CEREZOS","N/A","KR 87 A 84 A 05","Daño o falla estructural","Si"
"5407849","12/6/2022","2 Chapinero","CHICO NORTE","N/A","KR 11 93 0","Daño en redes de servicio públicos acueducto","Si"
"5407850","12/6/2022","7 Bosa","ANTONIA SANTOS","N/A","KR 81F 66 SUR 14","Daño en redes de servicio públicos alcantarillado","Si"
"5407851","12/6/2022","19 Ciudad Bolivar","REPUBLICA DE CANADA","N/A","CL 81G SUR 18R","Daño en redes de servicio públicos alcantarillado","Si"
"5407852","12/6/2022","10 Engativa","NORMANDIA OCCIDENTAL","N/A","AC 53 No. 74A-94","Hallazgo de materiales peligrosos","Si"
"5407853","12/6/2022","1 Usaquen","URB. EL CEBADERO","N/A","KR 111A 152G 15","Animales Peligrosos","No"
"5407854","12/6/2022","3 Santa Fe","LA ALAMEDA","N/A","KR 13A 22 60","Animales Peligrosos","No"
"5407855","12/6/2022","8 Kennedy","LAS BRISAS","N/A","CL 42 SUR 90 0","Animales Peligrosos","No"
"5407856","12/6/2022","8 Kennedy","VILLA DE LA TORRE II","N/A","KR 81I 42B SUR 7","Animales Peligrosos","No"
"5407857","12/6/2022","4 San Cristobal","SAN MARTIN DE LOBA","N/A","KR 2 ESTE 41B SUR 53","Encharcamiento","No"
"5407858","12/6/2022","3 Santa Fe","EL DORADO 2","N/A","CL 3 SUR 6A ESTE 24","Encharcamiento","No"
"5407859","12/6/2022","4 San Cristobal","SAN MARTIN DE LOBA","N/A","KR 1 BIS 43 SUR 5","Daño en redes de servicio públicos alcantarillado","Si"
"5407860","12/6/2022","4 San Cristobal","SAN MARTIN DE LOBA","N/A","KR 1 BIS 43 SUR 5","Encharcamiento","No"
"5407861","12/6/2022","12 Barrios Unidos","JUAN XXIII","N/A","CL 78 26 5","Daño en redes de servicio públicos energía","Si"
"5407862","12/6/2022","16 Puente Aranda","OSPINA PEREZ","N/A","CL 39A SUR 51A 16","Daño en redes de servicio públicos energía","Si"
"5407863","12/6/2022","1 Usaquen","EL PANUELITO","N/A","KR 3 BIS 127B 14","Escape de gas","Si"
"5407864","12/6/2022","8 Kennedy","EL PARAISO","N/A","CL 38D SUR 90A 96","Daño en redes de servicio públicos energía","Si"
"5407865","12/6/2022","14 Los Martires","LA ESTANZUELA_","N/A","DG 7 19 13","Daño en redes de servicio públicos energía","Si"
"5407866","12/6/2022","15 Antonio Nariño","SAN ANTONIO","N/A","KR 19 5 SUR 0","Daño en redes de servicio públicos gas","Si"
"5407867","12/6/2022","4 San Cristobal","LAS BRISAS","N/A","KR 4 0 SUR 38","Daño en redes de servicio públicos gas","Si"
"5407868","12/6/2022","7 Bosa","SANTIAGO DE LAS ATALAYAS","N/A","CL 62B SUR 97B 0","Daño en redes de servicio públicos gas","Si"
"5407869","12/6/2022","11 Suba","LA VICTORIA NORTE","N/A","KR 53 150 0","Daño en redes de servicio públicos energía","Si"
"5407870","12/6/2022","6 Tunjuelito","ISLA DEL SOL","N/A","CL 67B SUR 64 40","Daño en redes de servicio públicos energía","Si"
"5407871","12/6/2022","1 Usaquen","CAOBOS SALAZAR URB. CAPRI I Y II SECTOR","N/A","KR 14 150 0","Daño en redes de servicio públicos energía","Si"
"5407872","12/6/2022","10 Engativa","PALO BLANCO","N/A","CL 71 70B 28","Animales Peligrosos","No"
"5407873","12/6/2022","2 Chapinero","ROSALES","N/A","CL 79B 4 26","Daño en redes de servicio públicos energía","Si"
"5407874","12/6/2022","3 Santa Fe","VÍA A CHOACHI K11+800","N/A","VÍA A CHOACHI K11+800","Fenómeno de Remoción en Masa","No"
"5407875","12/6/2022","19 Ciudad Bolivar","LUCERO SUR BAJO","N/A","CL 69A SUR 17J 49","Daño en redes de servicio públicos energía","Si"
"5407876","12/6/2022","1 Usaquen","SAN PATRICIO","N/A","KR 18 113 7","Conato de incendio","Si"
"5407877","12/6/2022","11 Suba","LA ESTRELLA II","N/A","KR 126 130 51","Daño en redes de servicio públicos gas","Si"
"5407878","12/6/2022","11 Suba","CANTAGALLO - CARMEL CLUB CAMPESTRE","N/A","AC 153 50 0","Caida de árbol","No"
"5407879","12/6/2022","1 Usaquen","EL CONTADOR","N/A","KR 15 141 9","Daño en redes de servicio públicos alcantarillado","Si"
"5407881","12/6/2022","8 Kennedy","FLORESTA DEL SUR","N/A","AK 68 4 SUR 27","Daño en redes de servicio públicos gas","Si"
"5407882","12/6/2022","19 Ciudad Bolivar","LUCERO SUR BAJO","N/A","CL 69A SUR 17G 0","Daño en redes de servicio públicos energía","Si"
"5407883","12/6/2022","11 Suba","VILLA ELISA","N/A","KR 91 137 59","Conato de incendio","Si"
"5407884","12/6/2022","18 Rafael Uribe Uribe","RINCON DE LOS MOLINOS","N/A","KR 5Y 49B SUR 5","Daño en redes de servicio públicos energía","Si"
"5407885","12/6/2022","1 Usaquen","CHICO NORTE","N/A","CL 103 17 53","Daño en redes de servicio públicos energía","Si"
"5407886","12/6/2022","11 Suba","NUEVA TIBABUYES","N/A","KR 121 128B 52","Daño en redes de servicio públicos gas","Si"
"5407887","12/6/2022","1 Usaquen","CAOBOS SALAZAR","N/A","KR 11 146 91","Daño en redes de servicio públicos acueducto","Si"
"5407888","12/6/2022","7 Bosa","VILLAS DEL PREGRESO","N/A","KR 89B 72 SUR 0","Daño en redes de servicio públicos energía","Si"
"5407889","12/6/2022","10 Engativa","BACHUE II","N/A","KR 94P 90 8","Daño en redes de servicio públicos energía","Si"
"5407890","12/6/2022","1 Usaquen","BARRANCAS NORTE","N/A","CL 158 8F 34","Daño en redes de servicio públicos alcantarillado","Si"
"5407891","12/6/2022","7 Bosa","EL RECUERDO II","N/A","KR 107 58 SUR 24","Daño en redes de servicio públicos acueducto","Si"
"5407892","12/6/2022","1 Usaquen","PRADO SUR","N/A","KR 45&CL 128","Caida de árbol","No"
"5407893","12/6/2022","13 Teusaquillo","TEUSAQUILLO","N/A","DG 40A 8 91","Daño en redes de servicio públicos alcantarillado","Si"
"5407894","12/7/2022","2 Chapinero","EL PARAISO","N/A","TV 7 ESTE 39 44","Caida de árbol","No"
"5407896","12/7/2022","14 Los Martires","SANTAFE","N/A","R 18 BIS 23 0","Incendio Estructuras","Si"
"5407897","12/7/2022","10 Engativa","NORMANDIA OCCIDENTAL","N/A","CL 52B 74B 28","Daño en redes de servicio públicos energía","Si"
"5407898","12/7/2022","1 Usaquen","CEDRO NARVAEZ","N/A","CL 143 9 80","Daño en redes de servicio públicos alcantarillado","Si"
"5407899","12/7/2022","7 Bosa","CARBONEL","N/A","CL 71 SUR 72","Conato de incendio","Si"
"5407900","12/7/2022","10 Engativa","BOYACA","N/A","CL 71 73A 44","Fuga de sustancias químicas peligrosas","Si"
"5407901","12/7/2022","3 Santa Fe","KM 3 VIA CHOACHI","N/A","KM 3 VIA CHOACHI","Caida de árbol","No"
"5407902","12/7/2022","1 Usaquen","TORCA","N/A","AK 45 223","Caida de árbol","No"
"5407903","12/7/2022","4 San Cristobal","SAN JERONIMO","N/A","AV CIRCUNVALAR 13 SUR","Fenómeno de Remoción en Masa","No"
"5407904","12/7/2022","1 Usaquen","SAGRADO CORAZON","N/A","CL120 4%","Accidente de tránsito","No"
"5407905","12/7/2022","10 Engativa","CIUDAD BACHUE","N/A","CL 82 94L 81","Daño en redes de servicio públicos energía","Si"
"5407906","12/7/2022","18 Rafael Uribe Uribe","SAN MARTIN","N/A","CL 49C BIS SUR 3 ESTE 15","Fenómeno de Remoción en Masa","No"
"5407907","12/7/2022","11 Suba","VILLA DE LAS FLORES","N/A","CL 132 144A 0(44)","Caida de árbol","No"
"5407908","12/7/2022","2 Chapinero","SIBERIA","N/A","TV 1 ESTE 54A 4","Caida de árbol","No"
"5407909","12/7/2022","16 Puente Aranda","LA PRIMAVERA","N/A","CL 4F 39B 20","Rescate en Espacios Confinados - En Ascensores","Si"
"5407910","12/7/2022","1 Usaquen","LA CAROLINA","N/A","AC 127 9 0","Caida de árbol","No"
"5407911","12/7/2022","4 San Cristobal","GUACAMAYAS","N/A","KR 2J 37B SUR 13","Colapso de estructura","No"
"5407912","12/7/2022","7 Bosa","VILLA DEL RIO","N/A","CL 63 SUR 57B","Daño en redes de servicio públicos energía","Si"
"5407913","12/7/2022","19 Ciudad Bolivar","BRISAS DEL VOLADOR","N/A","BRISAS DEL VOLADOR","Fenómeno de Remoción en Masa","No"
"5407914","12/7/2022","12 Barrios Unidos","LA CASTELLANA - URB. PASEO DE LA CASTELLANA","N/A","CL 90 49A 44","Caida de árbol","No"
"5407915","12/7/2022","5 Usme","CENTRO USME","N/A","KR 14 135A SUR 41","Daño en redes de servicio públicos alcantarillado","Si"
"5407916","12/7/2022","16 Puente Aranda","ORTEZAL","N/A","AC 20 44 0","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5407917","12/7/2022","1 Usaquen","MONTEARROYO","N/A","KR 7 140 8","Fenómeno de Remoción en Masa","No"
"5407918","12/7/2022","10 Engativa","LOS ANGELES 2","N/A","KR 96 66 45","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5407919","12/7/2022","2 Chapinero","EL REFUGIO","N/A","KR 3 86 3","Caida de árbol","No"
"5407920","12/7/2022","4 San Cristobal","SAN RAFAEL SUR ORIENTAL","N/A","CL 58 SUR 15 ESTE 17","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5407921","12/7/2022","17 La Candelaria","EGIPTO","N/A","AK 1 ESTE 11 0","Caida de árbol","No"
"5407922","12/7/2022","11 Suba","VILLA DE LAS FLORES","N/A","CL 132 144A 25","Caida de árbol","No"
"5407923","12/7/2022","11 Suba","URB. PLAZA BAVIERA","N/A","KR 48 174B 67","Caida de árbol","No"
"5407925","12/7/2022","15 Antonio Nariño","RESTREPO OCCIDENTAL","N/A","CL 15 SUR 24G 31","Daño en redes de servicio públicos energía","Si"
"5407926","12/7/2022","3 Santa Fe","EL MIRADOR","N/A","CL 1A 2A ESTE 59","Fenómeno de Remoción en Masa","No"
"5407927","12/7/2022","1 Usaquen","SANTA BARBARA","N/A","CL 113 9 0","Caida de árbol","No"
"5407928","12/7/2022","10 Engativa","LOS MONJES","N/A","CL 52B 85K 0","Caida de árbol - Caída de ramas","No"
"5407929","12/7/2022","11 Suba","SUBA","N/A","CL 129 KR 59 C","Caida de árbol","No"
"5407930","12/7/2022","10 Engativa","LA FAENA","N/A","CL 70A BIS A 117A 16","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5407931","12/7/2022","1 Usaquen","VILLAS DE ARANJUEZ","N/A","DG 167 12 69","Caida de árbol","No"
"5407932","12/7/2022","2 Chapinero","BOSQUES DE KARON","N/A","KR 1 93 50","Fenómeno de Remoción en Masa","No"
"5407933","12/7/2022","12 Barrios Unidos","JORGE ELIECER GAITAN","N/A","KR 58 80 25","Caida de árbol","No"
"5407934","12/7/2022","12 Barrios Unidos","JORGE ELIECER GAITAN","N/A","KR 58 80 25","Caida de árbol","No"
"5407935","12/7/2022","5 Usme","TOCAIMITA ORIENTAL","N/A","KR 10B BIS ESTE 88J SUR 13","Riesgo de Fenómeno de remoción en masa","No"
"5407936","12/7/2022","2 Chapinero","PARDO RUBIO","N/A","KR 3 ESTE 47A 15","Fenómeno de Remoción en Masa","No"
"5407937","12/7/2022","16 Puente Aranda","TEJAR","N/A","CL 29 SUR 52B 68","Poda y Tala","Si"
"5407938","12/7/2022","11 Suba","COLPATRIA SANTA HELENA II SECTOR","N/A","KR 57A 145 80","Caida de árbol","No"
"5407939","12/7/2022","11 Suba","SALAMANCA Y CATALAYUD","N/A","CL 145 76 86","Caida de árbol","No"
"5407941","12/7/2022","3 Santa Fe","LAS CRUCES","N/A","CL 1D 7 87","Riesgo de colapso estructural","No"
"5407942","12/7/2022","5 Usme","BRASILIA SUR","N/A","CL 74A SUR 14 27","Daño en redes de servicio públicos energía","Si"
"5407943","12/7/2022","16 Puente Aranda","PENSILVANIA","N/A","AK 30 6 1","Quemas","Si"
"5407944","12/7/2022","5 Usme","VILLA ANITA III","N/A","CL 114A SUR 10 69","Conato de incendio","Si"
"5407945","12/7/2022","10 Engativa","VILLAS DE GRANADA","N/A","KR 112 73A 54","Daño en redes de servicio públicos gas","Si"
"5407946","12/7/2022","19 Ciudad Bolivar","LUCERO BAJO","N/A","DG 64A BIS SUR 17N","Derrame de aceite o gasolina en vía pública","Si"
"5407947","12/7/2022","2 Chapinero","EL REFUGIO","N/A","KR 4 87 97","Fenómeno de Remoción en Masa","No"
"5407948","12/7/2022","16 Puente Aranda","PUENTE ARANDA","N/A","CL 129C 72","Daño en redes de servicio públicos acueducto","Si"
"5407949","12/7/2022","6 Tunjuelito","SAN VICENTE FERRER","N/A","CL 54A SUR 34 51","Daño en redes de servicio públicos energía","Si"
"5407951","12/7/2022","5 Usme","SERRANIAS","N/A","KR 6 96 SUR 82","Quemas - Basuras","Si"
"5407952","12/7/2022","11 Suba","IBERIA - GRANADA","N/A","AC 134 58 1","Daño en redes de servicio públicos acueducto","Si"
"5407953","12/7/2022","19 Ciudad Bolivar","CANDELARIA LA NUEVA","N/A","CL 62B SUR 33 25","Quemas - Basuras","Si"
"5407954","12/7/2022","13 Teusaquillo","PABLO VI ETAPA I","N/A","CL 57A 53 27","Conato de incendio","Si"
"5407955","12/7/2022","19 Ciudad Bolivar","ARBOLIZADORA ALTA","N/A","KR 35 72D SUR 28","Daño en redes de servicio públicos gas","Si"
"5407956","12/7/2022","7 Bosa","LOS LAURELES","N/A","CL 76 SUR 80M 25","Daño en redes de servicio públicos gas","Si"
"5407957","12/7/2022","18 Rafael Uribe Uribe","LAS LOMAS","N/A","KR 10 38 SUR 4","Quemas","Si"
"5407958","12/7/2022","7 Bosa","JORGE URIBE BOTERO","N/A","KR 82B 54B SUR 11","Incendio Estructuras","Si"
"5407959","12/7/2022","8 Kennedy","CASTILLA REAL","N/A","KR 79 10D 95","Incendio Estructuras","Si"
"5407960","12/7/2022","19 Ciudad Bolivar","VISTA HERMOSA_","N/A","KR 18J BIS A 68A SUR 28","Daño en redes de servicio públicos gas","Si"
"5407961","12/7/2022","11 Suba","MAZUREN","N/A","AUTOPISTA NORTE 153","Caida de árbol","No"
"5407962","12/7/2022","8 Kennedy","NUEVA YORK","N/A","KR 68K 39 SUR 53","Conato de incendio","Si"
"5407963","12/7/2022","4 San Cristobal","LA GLORIA","N/A","KR 3C ESTE 43B SUR 7","Conato de incendio","Si"
"5407964","12/7/2022","12 Barrios Unidos","RIONEGRO","N/A","KR 59 94B 10","Conato de incendio","Si"
"5407965","12/7/2022","18 Rafael Uribe Uribe","LA PAZ_","N/A","CL 53 SUR 5B 25","Conato de incendio","Si"
"5407966","12/7/2022","2 Chapinero","ANTIGUO COUNTRY","N/A","KR 18 86A 85","Conato de incendio","Si"
"5407967","12/7/2022","5 Usme","BOLONIA","N/A","CL 79 SUR 6B ESTE 58","Conato de incendio","Si"
"5407968","12/7/2022","11 Suba","COLINA CAMPESTRE","N/A","CL 131B 57A 48","Daño en redes de servicio públicos acueducto","Si"
"5407969","12/8/2022","7 Bosa","SAN JORGE","N/A","KR 88H BIS 73A SUR 49","Incendio Estructuras","Si"
"5407970","12/8/2022","10 Engativa","LA SOLEDAD NORTE","N/A","KR 84A 75 80","Conato de incendio","Si"
"5407971","12/8/2022","8 Kennedy","LAS AMERICAS_","N/A","AC 3 70 28","Daño en redes de servicio públicos acueducto","Si"
"5407972","12/8/2022","8 Kennedy","MONTERREY","N/A","CL 7D 81B 3","Conato de incendio","Si"
"5407973","12/8/2022","11 Suba","LAGOS DE CORDOBA","N/A","CL 117D 57 96","Conato de incendio","Si"
"5407974","12/8/2022","11 Suba","LA ALHAMBRA SECTOR SUR","N/A","AC 116 45 1","Conato de incendio","Si"
"5407975","12/8/2022","2 Chapinero","PARDO RUBIO","N/A","AK 7 48A 0","Daño en redes de servicio públicos alcantarillado","Si"
"5407976","12/8/2022","9 Fontibon","URB. PRADO GRANDE","N/A","CL 19A 88 66","Conato de incendio","Si"
"5407977","12/8/2022","14 Los Martires","LA ESTANZUELA","N/A","KR 19 7 BIS 0","Conato de incendio","Si"
"5407978","12/8/2022","11 Suba","PRADO VERANIEGO","N/A","KR 46 128 71","Daño en redes de servicio públicos gas","Si"
"5407979","12/8/2022","11 Suba","SANTA TERESA","N/A","AC 127 91 5","Daño en redes de servicio públicos gas","Si"
"5407980","12/8/2022","10 Engativa","SANTA ROSITA","N/A","CL 74A 94 26","Conato de incendio","Si"
"5407981","12/8/2022","19 Ciudad Bolivar","SIERRA MORENA","N/A","TV 73I 73A SUR 24","Incendio Estructuras - Conato Estructural","Si"
"5407982","12/8/2022","8 Kennedy","CALARCA","N/A","KR 80 46 SUR 71","Daño en redes de servicio públicos gas","Si"
"5407983","12/8/2022","13 Teusaquillo","TEUSAQUILLO","N/A","KR 14 63","Escape de gas - Daño en redes domiciliarias de servicio públicos gas","Si"
"5407984","12/8/2022","4 San Cristobal","JUAN REY","N/A","KR 13 ESTE 66 SUR 15","Conato de incendio","Si"
"5407985","12/8/2022","1 Usaquen","CERROS NORTE","N/A","CL 161A 3B ESTE 28","Caida de árbol","No"
"5407986","12/8/2022","18 Rafael Uribe Uribe","BOSQUE DE SAN CARLOS","N/A","KR 12F 30 SUR 61","Accidente de tránsito","No"
"5407987","12/8/2022","8 Kennedy","CATALINA","N/A","CL 52A SUR 78J 55","Daño en redes de servicio públicos gas","Si"
"5407988","12/8/2022","4 San Cristobal","GRANADA","N/A","KR 2 ESTE 22D SUR 27","Daño en redes de servicio públicos energía","Si"
"5407989","12/8/2022","2 Chapinero","ROSALES","N/A","AV CIRCUNVALAR 82 30","Fenómeno de Remoción en Masa","No"
"5407990","12/8/2022","2 Chapinero","SIERRAS DEL CHICO","N/A","AK 7 94 0","Daño en redes de servicio públicos alcantarillado","Si"
"5407991","12/8/2022","11 Suba","TIBABUYES","N/A","CL 114 148 65","Caida de árbol","No"
"5407992","12/8/2022","8 Kennedy","CARVAJAL","N/A","KR 72 26 SUR 0","Daño en redes de servicio públicos alcantarillado","Si"
"5407993","12/8/2022","13 Teusaquillo","CIUDAD SALITRE","N/A","CL 24A 57 59","Caida de árbol - Caída de ramas","No"
"5407994","12/8/2022","3 Santa Fe","CERRO DE GUADALUPE","N/A","KILOMETRO 6 VIA CHOACHI","Fenómeno de Remoción en Masa","No"
"5407995","12/8/2022","7 Bosa","URB. SAN DIEGO","N/A","KR 78C 80 53 SUR","Incendio Estructuras","Si"
"5407996","12/8/2022","6 Tunjuelito","TUNAL ANTIGUO","N/A","CL 47B SUR 24B","Rescate en Espacios Confinados - En Ascensores","Si"
"5407997","12/8/2022","8 Kennedy","CASTILLA REAL","N/A","CL 11B 74 77","Incendio Estructuras","Si"
"5407998","12/8/2022","19 Ciudad Bolivar","VILLA CANDELARIA","N/A","DG 68 SUR 37 69","Daño en redes de servicio públicos acueducto","Si"
"5407999","12/8/2022","3 Santa Fe","ROCIO CENTRO ORIENTAL","N/A","CL 2C 6 ESTE 0","Animales Peligrosos","No"
"5408000","12/8/2022","5 Usme","PORVENIR","N/A","CL 65 SUR 6A 71","Animales Peligrosos","No"
"5408001","12/8/2022","8 Kennedy","CLASS","N/A","TV 81A 57G SUR 61","Rescate en Espacios Confinados - En Ascensores","Si"
"5408002","12/8/2022","16 Puente Aranda","EL JAZMIN I SECTOR","N/A","AK 50 2 90","Daño en redes de servicio públicos gas","Si"
"5408003","12/8/2022","19 Ciudad Bolivar","VILLAS DE BOLIVAR","N/A","DG 68I SUR 31 13","Daño en redes de servicio públicos gas","Si"
"5408004","12/8/2022","10 Engativa","CENTRO ENGATIVA","N/A","KR 119 67","Conato de incendio","Si"
"5408005","12/8/2022","16 Puente Aranda","ESTACION CENTRAL","N/A","AK 30 19","Daños en malla vial","Si"
"5408006","12/8/2022","10 Engativa","LOS ANGELES 2","N/A","CL 65 98 42","Riesgo de colapso estructural","No"
"5408007","12/8/2022","1 Usaquen","LOS CEDRITOS","N/A","CL 145 15 0","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5408008","12/8/2022","19 Ciudad Bolivar","MOCHUELO BAJO","N/A","CL 91 SUR 18F 38","Riesgo de colapso estructural","No"
"5408009","12/8/2022","12 Barrios Unidos","LA AURORA","N/A","KR 26 75A 30","Daño en redes de servicio públicos gas","Si"
"5408010","12/8/2022","6 Tunjuelito","SAN BENITO","N/A","CL 59 SUR 19 41","Daño en redes de servicio públicos acueducto","Si"
"5408011","12/8/2022","15 Antonio Nariño","CIUDAD JARDIN DEL SUR","N/A","KR 11A 13 SUR 39","Animales Peligrosos","No"
"5408012","12/8/2022","11 Suba","LA ALHAMBRA SECTOR NORTE","N/A","CL 118 49 0","Daño en redes de servicio públicos acueducto","Si"
"5408013","12/8/2022","10 Engativa","LOS MONJES","N/A","CL 52B 85K 0","Caida de árbol - Caída de ramas","No"
"5408014","12/8/2022","8 Kennedy","TINTALA","N/A","KR 92 8A 76","Rescate en Espacios Confinados - En Ascensores","Si"
"5408015","12/8/2022","9 Fontibon","URB. PRADO GRANDE","N/A","KR 87B 19A 0","Animales Peligrosos","No"
"5408016","12/8/2022","13 Teusaquillo","SAN LUIS","N/A","TV 21 BIS 60 75","Hallazgo de materiales peligrosos","Si"
"5408017","12/8/2022","7 Bosa","EL RECUERDO II","N/A","KR 107 58 SUR 24","Quemas - Basuras","Si"
"5408018","12/8/2022","10 Engativa","TORREDON","N/A","CL 71 BIS 92 13","Conato de incendio","Si"
"5408019","12/8/2022","19 Ciudad Bolivar","ARABIA","N/A","CL 81F SUR 19 21","Colapso de estructura","No"
"5408020","12/8/2022","8 Kennedy","CONJUNTO LAS MARGARITAS 2","N/A","CL 45A SUR 88C 0","Conato de incendio","Si"
"5408021","12/9/2022","5 Usme","SANTA MARTA","N/A","CL 86A SUR 7 ESTE 51","Conato de incendio","Si"
"5408022","12/9/2022","12 Barrios Unidos","JORGE ELIECER GAITAN","N/A","DG 79B BIS 56 BIS 0","Accidente de tránsito","No"
"5408023","12/9/2022","4 San Cristobal","URB SAN JUANITO","N/A","CL 36A SUR 6B ESTE 11","Daño en redes de servicio públicos energía","Si"
"5408024","12/9/2022","4 San Cristobal","ATENAS","N/A","KR 1A BIS 36B SUR 41","Daño en redes de servicio públicos acueducto","Si"
"5408025","12/9/2022","13 Teusaquillo","GALERÍAS","N/A","CL 52 26 60","Daño en redes de servicio públicos acueducto","Si"
"5408026","12/9/2022","11 Suba","EL POA","N/A","AC 145 103F & AK 104 145","Daño en redes de servicio públicos alcantarillado","Si"
"5408027","12/9/2022","2 Chapinero","CHAPINERO OCCIDENTAL","N/A","CL 54A 15 0","Daño en redes de servicio públicos gas","Si"
"5408028","12/9/2022","2 Chapinero","CHICO NORTE III SECTOR","N/A","CL 98 17 65","Daño en redes de servicio públicos gas","Si"
"5408029","12/9/2022","10 Engativa","GARCES NAVAS","N/A","KR 100A 75 72","Daño en redes de servicio públicos gas","Si"
"5408030","12/9/2022","11 Suba","LOMBARDIA","N/A","AK 104 143 1","Daño en redes de servicio públicos acueducto","Si"
"5408031","12/9/2022","17 La Candelaria","LAS AGUAS","N/A","Cl 12 D 3 22","Daño en redes de servicio públicos energía","Si"
"5408032","12/9/2022","2 Chapinero","QUINTA CAMACHO","N/A","KR 11A 69 79","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5408033","12/9/2022","18 Rafael Uribe Uribe","ZARAZOTA","N/A","CL 48F 9 79 SUR","Incendio Estructuras","Si"
"5408034","12/9/2022","12 Barrios Unidos","COLOMBIA","N/A","CL 70A 21 37","Caida de árbol","No"
